Issue Key,Test Summary,Priority,ExecutionStatus,ExecutionDefects,CreationDate,OrderId,Step,Test Data,Expected Result,Step Result,Comments,Project,Version,Executed By,Executed On
FPR-62,[Education] - Verify that Start Date field is date type,Medium,FAIL,FPR-113 | FPR-113,5/17/2022 22:29,4,Fill in Level field.,,Level field is filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:14
FPR-62,[Education] - Verify that Start Date field is date type,Medium,FAIL,FPR-113 | FPR-113,5/17/2022 22:29,5,Type date into Start Date field.,Type various date formats:  dd-mm-yyyy dd.mm.yyyy yyyy/mm/dd,User should not be allowed to type date.,FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:14
FPR-62,[Education] - Verify that Start Date field is date type,Medium,FAIL,FPR-113 | FPR-113,5/17/2022 22:29,6,Select date for Start Date field using calendar icon. Choose different month and year than current date.,,Calendar icon is enabled for selection. Year and months can be changed. Start Date field is populated with selected date in format yyyy-mm-dd.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:14
FPR-62,[Education] - Verify that Start Date field is date type,Medium,FAIL,FPR-113 | FPR-113,5/17/2022 22:29,7,Press Save button.,,New Education is added and Start Date  value is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:14
FPR-58,[Education] - Verify that Level field is drop-down type,Medium,FAIL,FPR-110 | FPR-110,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:36
FPR-58,[Education] - Verify that Level field is drop-down type,Medium,FAIL,FPR-110 | FPR-110,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:36
FPR-58,[Education] - Verify that Level field is drop-down type,Medium,FAIL,FPR-110 | FPR-110,5/17/2022 22:29,3,Go to Education section and press Add button.,,Education section is visible. Add button is enabled. Add Education form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:36
FPR-58,[Education] - Verify that Level field is drop-down type,Medium,FAIL,FPR-110 | FPR-110,5/17/2022 22:29,4,Check if values can be typed in Level field.,,Level field is drop-down and values cannot be typed.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:36
FPR-58,[Education] - Verify that Level field is drop-down type,Medium,FAIL,FPR-110 | FPR-110,5/17/2022 22:29,5,"Check if ""Level"" drop-down contains the following values: High School Diploma       Bachelor’s Degree Master’s Degree",,"""Level"" drop-down contains only the following values:  High School Diploma       Bachelor’s Degree Master’s Degree",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:36
FPR-58,[Education] - Verify that Level field is drop-down type,Medium,FAIL,FPR-110 | FPR-110,5/17/2022 22:29,6,"Select ""High School Diploma"" value.",,Value is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:36
FPR-58,[Education] - Verify that Level field is drop-down type,Medium,FAIL,FPR-110 | FPR-110,5/17/2022 22:29,7,"Select ""Bachelor’s Degree"" value.",,Value is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:36
FPR-58,[Education] - Verify that Level field is drop-down type,Medium,FAIL,FPR-110 | FPR-110,5/17/2022 22:29,8,"Select ""Master’s Degree"" value.",,Value is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:36
FPR-58,[Education] - Verify that Level field is drop-down type,Medium,FAIL,FPR-110 | FPR-110,5/17/2022 22:29,9,Press Save.,,New Education was added. User was notified and routed to Qualifications page.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:36
FPR-94,[Languages] - Verify that Languages can be edited,Medium,PASS,,5/17/2022 22:29,1,Precondition:  Run test case #FPR-93,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:07
FPR-94,[Languages] - Verify that Languages can be edited,Medium,PASS,,5/17/2022 22:29,2,"In ""Languages"" view click on one ""Language"" link.",,"""Add Language"" edit form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:07
FPR-94,[Languages] - Verify that Languages can be edited,Medium,PASS,,5/17/2022 22:29,3,"Select a different ""Language"" value.",,"""Language"" value is not editable.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:07
FPR-94,[Languages] - Verify that Languages can be edited,Medium,PASS,,5/17/2022 22:29,4,"Select a different ""Fluency"" value.",,"""Fluency"" value is is not editable.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:07
FPR-94,[Languages] - Verify that Languages can be edited,Medium,PASS,,5/17/2022 22:29,5,"Select a different ""Competency"" value.",,"""Competency"" value is visible and editable.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:07
FPR-94,[Languages] - Verify that Languages can be edited,Medium,PASS,,5/17/2022 22:29,6,"Modify ""Comments"" value. Add a value with 100 characters.","Use special, alphabetic and numeric characters.","""Comments"" field is editable and allows 100 characters.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:07
FPR-94,[Languages] - Verify that Languages can be edited,Medium,PASS,,5/17/2022 22:29,7,"Modify ""Comments"" value. Add a value with 101 characters.","Use special, alphabetic and numeric characters.","""Comments"" field allows only 100 characters.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:07
FPR-94,[Languages] - Verify that Languages can be edited,Medium,PASS,,5/17/2022 22:29,8,Click Save button.,,User is informed that modifications were saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:07
FPR-122,[Attachments] - Verify that multiple uploads are allowed,Medium,PASS,,5/19/2022 10:36,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:29
FPR-122,[Attachments] - Verify that multiple uploads are allowed,Medium,PASS,,5/19/2022 10:36,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:29
FPR-122,[Attachments] - Verify that multiple uploads are allowed,Medium,PASS,,5/19/2022 10:36,3,"Go to ""Attachments"" section and press Add button.",,"""Attachments"" section is visible. Add button is enabled. ""Add Attachment"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:29
FPR-122,[Attachments] - Verify that multiple uploads are allowed,Medium,PASS,,5/19/2022 10:36,4,"Press ""Browse"" button and select a file under 1 Mb.",,"""Upload"" window is opened. The file can be selected.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:29
FPR-122,[Attachments] - Verify that multiple uploads are allowed,Medium,PASS,,5/19/2022 10:36,5,"Press ""Upload"" button.",,The file is uploaded successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:29
FPR-122,[Attachments] - Verify that multiple uploads are allowed,Medium,PASS,,5/19/2022 10:36,6,Repeat steps 3-5.,,Multiple entries are visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:29
FPR-103,"[License] - Verify that ""Issued Date"" field is date type",Medium,FAIL,FPR-137 | FPR-137,5/17/2022 23:47,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:41
FPR-103,"[License] - Verify that ""Issued Date"" field is date type",Medium,FAIL,FPR-137 | FPR-137,5/17/2022 23:47,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:41
FPR-103,"[License] - Verify that ""Issued Date"" field is date type",Medium,FAIL,FPR-137 | FPR-137,5/17/2022 23:47,3,"Go to ""License"" section and press Add button.",,"""License"" section is visible. Add button is enabled. ""Add License"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:41
FPR-103,"[License] - Verify that ""Issued Date"" field is date type",Medium,FAIL,FPR-137 | FPR-137,5/17/2022 23:47,4,"Fill in ""License Type"" and ""License Number"" fields.",,"""License Type"" and ""License Number"" are editable.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:41
FPR-103,"[License] - Verify that ""Issued Date"" field is date type",Medium,FAIL,FPR-137 | FPR-137,5/17/2022 23:47,5,"Type date into ""Issued Date"" field.",Type various date formats:  dd-mm-yyyy dd.mm.yyyy yyyy/mm/dd,User should not be allowed to type date.,FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:41
FPR-103,"[License] - Verify that ""Issued Date"" field is date type",Medium,FAIL,FPR-137 | FPR-137,5/17/2022 23:47,6,"Select date for ""Issued Date"" field using calendar icon.  Choose different month and year than current date.",,"Calendar icon is enabled for selection. Year and months can be changed.  ""Issued Date"" field is populated with selected date in format yyyy-mm-dd.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:41
FPR-103,"[License] - Verify that ""Issued Date"" field is date type",Medium,FAIL,FPR-137 | FPR-137,5/17/2022 23:47,7,Press Save button.,,"New License is added and ""Issued Date"" value is visible.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:41
FPR-121,"[Attachments] - Verify that ""Comment"" field allows 200 characters",Medium,PASS,,5/19/2022 10:36,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:28
FPR-121,"[Attachments] - Verify that ""Comment"" field allows 200 characters",Medium,PASS,,5/19/2022 10:36,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:28
FPR-121,"[Attachments] - Verify that ""Comment"" field allows 200 characters",Medium,PASS,,5/19/2022 10:36,3,"Go to ""Attachments"" section and press Add button.",,"""Attachments"" section is visible. Add button is enabled. ""Add Attachment"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:28
FPR-121,"[Attachments] - Verify that ""Comment"" field allows 200 characters",Medium,PASS,,5/19/2022 10:36,4,"Press ""Browse"" button and select a file under 1 Mb.",,"""Upload"" window is opened. The file can be selected.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:28
FPR-121,"[Attachments] - Verify that ""Comment"" field allows 200 characters",Medium,PASS,,5/19/2022 10:36,5,"Fill in ""Comments"" field with a value with 201 characters using all type of characters (numbers, alphabetical and special).",,An warning message is displayed. Max length is exceeded.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:28
FPR-121,"[Attachments] - Verify that ""Comment"" field allows 200 characters",Medium,PASS,,5/19/2022 10:36,6,"Fill in ""Comment"" field with a value with 200 characters using all type of characters (numbers, alphabetical and special).",,"""Comment"" field is editable. A value with 200 characters is allowed.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:28
FPR-121,"[Attachments] - Verify that ""Comment"" field allows 200 characters",Medium,PASS,,5/19/2022 10:36,7,"Press ""Upload"" button.",,The file is uploaded successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:28
FPR-88,[Languages] - Verify that Fluency field is drop-down type,Medium,FAIL,FPR-133 | FPR-133,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:07
FPR-88,[Languages] - Verify that Fluency field is drop-down type,Medium,FAIL,FPR-133 | FPR-133,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:07
FPR-88,[Languages] - Verify that Fluency field is drop-down type,Medium,FAIL,FPR-133 | FPR-133,5/17/2022 22:29,3,Go to Languages section and press Add button.,,Languages section is visible. Add button is enabled. Add Language form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:07
FPR-88,[Languages] - Verify that Fluency field is drop-down type,Medium,FAIL,FPR-133 | FPR-133,5/17/2022 22:29,4,"Type a value in ""Fluency"" field.",,"""Fluency"" field is drop-down and values cannot be typed.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:07
FPR-88,[Languages] - Verify that Fluency field is drop-down type,Medium,FAIL,FPR-133 | FPR-133,5/17/2022 22:29,5,"Check if ""Fluency"" drop-down contains the following values:  Poor Basic Good Mother tongue",,All values are visible and selectable.,FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:07
FPR-88,[Languages] - Verify that Fluency field is drop-down type,Medium,FAIL,FPR-133 | FPR-133,5/17/2022 22:29,6,Press Save.,,New Language was added.  User was notified and routed to Qualifications page.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:07
FPR-96,[Languages] - Verify that multiple language entries can be deleted,Medium,PASS,,5/17/2022 22:29,1,Precondition:  Run test case #FPR-93,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:09
FPR-96,[Languages] - Verify that multiple language entries can be deleted,Medium,PASS,,5/17/2022 22:29,2,Add multiple skills entries (FPR-65).,,Multiple skills were added.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:09
FPR-96,[Languages] - Verify that multiple language entries can be deleted,Medium,PASS,,5/17/2022 22:29,3,Verify delete button is visible.,,Delete button is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:09
FPR-96,[Languages] - Verify that multiple language entries can be deleted,Medium,PASS,,5/17/2022 22:29,4,Select multiple entries (select check-box) and press delete button.,,Selected entries are successfully deleted. User will be inform that entries were deleted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:09
FPR-66,[Education] - Verify that Start Date and End Date fields are optional,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:40
FPR-66,[Education] - Verify that Start Date and End Date fields are optional,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:40
FPR-66,[Education] - Verify that Start Date and End Date fields are optional,Medium,PASS,,5/17/2022 22:29,3,Go to Education section and press Add button.,,Education section is visible. Add button is enabled. Add Education form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:40
FPR-66,[Education] - Verify that Start Date and End Date fields are optional,Medium,PASS,,5/17/2022 22:29,4,Fill in Level field.,,Level field is filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:40
FPR-66,[Education] - Verify that Start Date and End Date fields are optional,Medium,PASS,,5/17/2022 22:29,5,Press Save button.,,New education is saved. User is informed that information was saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:40
FPR-100,"[License] - Verify that ""License Number"" field is string type",Medium,PASS,,5/17/2022 23:47,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:31
FPR-100,"[License] - Verify that ""License Number"" field is string type",Medium,PASS,,5/17/2022 23:47,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:31
FPR-100,"[License] - Verify that ""License Number"" field is string type",Medium,PASS,,5/17/2022 23:47,3,"Go to ""License"" section and press Add button.",,"""License"" section is visible. Add button is enabled. ""Add License"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:31
FPR-100,"[License] - Verify that ""License Number"" field is string type",Medium,PASS,,5/17/2022 23:47,4,"Fill in ""License Number"" field using all type of characters (numbers, alphabetical and special).",,All type of characters are permitted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:31
FPR-100,"[License] - Verify that ""License Number"" field is string type",Medium,PASS,,5/17/2022 23:47,5,Fill in a value with 50 characters.,,50 characters are allowed.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:31
FPR-100,"[License] - Verify that ""License Number"" field is string type",Medium,PASS,,5/17/2022 23:47,6,Fill in a value with 51 characters.,,"When 50 characters are reached, user cannot type more characters.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:31
FPR-109,[License] - Verify that multiple License entries can be deleted,Medium,PASS,,5/17/2022 23:47,1,Precondition:  Run test case #FPR-106,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:06
FPR-109,[License] - Verify that multiple License entries can be deleted,Medium,PASS,,5/17/2022 23:47,2,Verify delete button is visible.,,Delete button is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:06
FPR-109,[License] - Verify that multiple License entries can be deleted,Medium,PASS,,5/17/2022 23:47,3,Select multiple entries (select check-box) and press delete button.,,Selected entries are successfully deleted. User will be inform that entries were deleted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:06
FPR-80,[Skills] - Verify that multiple skills entries can be deleted,Medium,PASS,,5/17/2022 22:29,1,Precondition:  Run test case #FPR-77,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:03
FPR-80,[Skills] - Verify that multiple skills entries can be deleted,Medium,PASS,,5/17/2022 22:29,2,Add multiple skills entries (FPR-65).,,Multiple skills were added.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:03
FPR-80,[Skills] - Verify that multiple skills entries can be deleted,Medium,PASS,,5/17/2022 22:29,3,Verify delete button is visible.,,Delete button is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:03
FPR-80,[Skills] - Verify that multiple skills entries can be deleted,Medium,PASS,,5/17/2022 22:29,4,Select added entry (select check-box) and press delete button.,,Selected entries are successfully deleted. User will be inform that entries were deleted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:03
FPR-79,[Skills] - Verify that Skills can be deleted,Medium,PASS,,5/17/2022 22:29,1,Precondition:  Run test case #FPR-71,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:59
FPR-79,[Skills] - Verify that Skills can be deleted,Medium,PASS,,5/17/2022 22:29,2,Verify delete button is visible.,,Delete button is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:59
FPR-79,[Skills] - Verify that Skills can be deleted,Medium,PASS,,5/17/2022 22:29,3,Select added entry (select check-box) and press delete button.,,Entry is selected. Entry is successfully delete and user will be inform that entry was deleted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:59
FPR-57,[Education] - Verify that Level field is a mandatory field.,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:08
FPR-57,[Education] - Verify that Level field is a mandatory field.,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:08
FPR-57,[Education] - Verify that Level field is a mandatory field.,Medium,PASS,,5/17/2022 22:29,3,Go to Education section and press Add button.,,Education section is visible. Add button is enabled. Add Education form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:08
FPR-57,[Education] - Verify that Level field is a mandatory field.,Medium,PASS,,5/17/2022 22:29,4,Fill in all fields except Level.,,All fields are editable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:08
FPR-57,[Education] - Verify that Level field is a mandatory field.,Medium,PASS,,5/17/2022 22:29,5,Press Save button.,,"A warning message ""Required"" is displayed below Level field.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:08
FPR-57,[Education] - Verify that Level field is a mandatory field.,Medium,PASS,,5/17/2022 22:29,6,Fill in Level field and press Save.,,Level field is filled in. New Education is added.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:08
FPR-82,[Languages] - Verify that Language field is drop-down type,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:57
FPR-82,[Languages] - Verify that Language field is drop-down type,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:57
FPR-82,[Languages] - Verify that Language field is drop-down type,Medium,PASS,,5/17/2022 22:29,3,Go to Languages section and press Add button.,,Languages section is visible. Add button is enabled. Add Language form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:57
FPR-82,[Languages] - Verify that Language field is drop-down type,Medium,PASS,,5/17/2022 22:29,4,"Type a value in ""Language"" field.",,"""Language"" field is drop-down and values cannot be typed.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:57
FPR-82,[Languages] - Verify that Language field is drop-down type,Medium,PASS,,5/17/2022 22:29,5,"Check if ""Language"" drop-down contains the following values:  Arabic Chinese English French Russian Spanish",,All values are visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:57
FPR-82,[Languages] - Verify that Language field is drop-down type,Medium,PASS,,5/17/2022 22:29,6,Press Save.,,New Language was added.  User was notified and routed to Qualifications page.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:57
FPR-89,[Languages] - Verify that Competency field is mandatory,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:10
FPR-89,[Languages] - Verify that Competency field is mandatory,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:10
FPR-89,[Languages] - Verify that Competency field is mandatory,Medium,PASS,,5/17/2022 22:29,3,Go to Languages section and press Add button.,,Languages section is visible. Add button is enabled. Add Language form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:10
FPR-89,[Languages] - Verify that Competency field is mandatory,Medium,PASS,,5/17/2022 22:29,4,"Fill in all fields except ""Competency"".",,All fields are editable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:10
FPR-89,[Languages] - Verify that Competency field is mandatory,Medium,PASS,,5/17/2022 22:29,5,Press Save button.,,"A warning message ""Required"" is displayed below Competency.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:10
FPR-89,[Languages] - Verify that Competency field is mandatory,Medium,PASS,,5/17/2022 22:29,6,Fill in Competency field and press Save.,,Competency field is filled in. New Language is added.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:10
FPR-119,[Attachments] - Verify that more than one attachment can be uploaded once,Medium,FAIL,"FPR-140,FPR-141 | FPR-140,FPR-141",5/19/2022 10:36,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:23
FPR-119,[Attachments] - Verify that more than one attachment can be uploaded once,Medium,FAIL,"FPR-140,FPR-141 | FPR-140,FPR-141",5/19/2022 10:36,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:23
FPR-119,[Attachments] - Verify that more than one attachment can be uploaded once,Medium,FAIL,"FPR-140,FPR-141 | FPR-140,FPR-141",5/19/2022 10:36,3,"Go to ""Attachments"" section and press Add button.",,"""Attachments"" section is visible. Add button is enabled. ""Add Attachment"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:23
FPR-119,[Attachments] - Verify that more than one attachment can be uploaded once,Medium,FAIL,"FPR-140,FPR-141 | FPR-140,FPR-141",5/19/2022 10:36,4,"Press ""Browse"" button and select many files under 1 Mb.",,"""Upload"" window is opened. Many files can be selected.",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:23
FPR-119,[Attachments] - Verify that more than one attachment can be uploaded once,Medium,FAIL,"FPR-140,FPR-141 | FPR-140,FPR-141",5/19/2022 10:36,5,"Press ""Upload"" button.",,All files are uploaded in one attachment.,FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:23
FPR-87,[Languages] - Verify that Fluency field is a mandatory field,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:59
FPR-87,[Languages] - Verify that Fluency field is a mandatory field,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:59
FPR-87,[Languages] - Verify that Fluency field is a mandatory field,Medium,PASS,,5/17/2022 22:29,3,Go to Languages section and press Add button.,,Languages section is visible. Add button is enabled. Add Language form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:59
FPR-87,[Languages] - Verify that Fluency field is a mandatory field,Medium,PASS,,5/17/2022 22:29,4,Fill in all fields except Fluency.,,All fields are editable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:59
FPR-87,[Languages] - Verify that Fluency field is a mandatory field,Medium,PASS,,5/17/2022 22:29,5,Press Save button.,,"A warning message ""Required"" is displayed below Fluency.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:59
FPR-87,[Languages] - Verify that Fluency field is a mandatory field,Medium,PASS,,5/17/2022 22:29,6,Fill in Fluency field and press Save.,,Fluency field is filled in. New Language is added successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:59
FPR-69,[Education] - Verify that education entry can be deleted,Medium,PASS,,5/17/2022 22:29,1,Precondition:  Run test case #FPR-65,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:58
